PortfolioValue
10079.006879613353
10133.770873107658
10381.032878867143
10334.078897148243
10532.81941325481
10515.375980793875
10443.238016199222
10447.805539228264
10643.95889766222
10638.870974537505
10786.878293533597
10772.338775544757
10691.308734549732
10653.229035036376
10684.152572432538
10688.408988955596
10495.93497776164
10509.817497154956
10473.569143032499
10449.816678678424
10492.864619304706
10561.253317872497
10757.007036970086
10727.533927372404
10817.36888804214
10786.871279826273
10637.17225639116
10663.607308683007
10813.86450407563
10819.235715970302
11021.490830186014
11008.694308904338
11179.15415618856
11207.24826498547
11105.218180588168
11121.40423919672
11213.76796235275
11176.641020482139
11132.154192005522
11194.62526741248
11305.340026893959
11331.444041564617
11418.711281942002
11411.063863796566
11282.22949252509
11294.721229643934
11114.317429454275
11102.721056543141
11054.386858503094
11099.46910943718
11076.006253230664
11076.26849327423
11159.393098646435
11174.89958822362
11109.56503393939
11088.386877356836
11109.220004390221
11101.401554476557
11100.72428406614
11138.088207589028
11222.679499218853
11221.551299986457
11151.963729923336
11145.784023928776
11035.70390836943
11086.021261107093
11081.87109219735
11067.309773271383
11182.23035019363
11186.380084906943
11123.3534861862
11113.451105821297
11113.97041947038
11142.938900616591
11297.329553650094
11308.594149765166
11277.796724911155
11248.134367292296
11253.969050990749
11274.521421437068
11495.216314717827
11617.06087017673
11653.03356316032
11741.374565323411
11897.949137225121
11968.958683419667
12032.48325790115
12103.898134389237
12453.143151356257
12700.486412093305
12941.536172228325
13186.676733637836
13153.421069705375
13134.186795394891
13215.81042951522
13502.265289293813
13128.821266545137
13226.961496476912
13064.586297856029
12853.63707890505
13139.457763213191
13226.920717098437
13263.921106478288
13346.990006556003
13577.302966737658
13598.452360390946
13509.216088486955
13472.755119687494
13293.246386628369
13289.56061866898
13404.936530835676
13486.975278488297
13544.694153162987
13848.412349622366
13904.657691182136
13878.593996704141
13096.16107970144
13030.661283026453
13268.905850203697
13215.925424105484
13248.594449060438
13015.917420088252
13271.365176830994
13316.777372407349
13188.85855943689
12926.04141983302
13042.487320348006
12606.793812506425
12539.108949459773
12519.096161501751
12338.870951918881
12425.489906883842
12361.778680086281
12321.206355581337
12142.90873855677
11889.501597470862
11723.994785469371
11620.582683971978
11981.541417184959
12078.586193777566
12161.397166985491
11829.589005574884
12009.877701278714
12072.306077412017
12460.355473614985
12558.102876061788
12606.791894065762
12079.752654640586
12469.519154970576
12192.139228912916
12178.111629602681
12077.311212789864
12688.085088238677
12429.559378293627
12496.140422899758
12654.948252684715
12623.77570473355
12598.237434514675
12625.689267686397
12395.379230871149
12293.731409599348
12180.786179434815
12218.890874048688
11985.071178032602
11923.156718531518
12028.330353164774
12079.38738644357
12215.624680060366
12133.274515366567
12452.327815084247
12446.7865407859
12564.047702903606
12563.544016737664
12608.530539691943
12612.860961402352
12586.883091830397
12468.40490651142
12509.029109793404
12508.875640898157
12243.350500641818
11931.980116391267
11676.208657547457
11678.610387654659
11768.72441275534
11693.26705607909
11384.373118699623
11419.252721834184
11357.41666900507
11407.693771355007
11637.682261070995
11829.279612777491
11812.325348656854
11810.13628986271
11976.234409026089
11980.528980040403
11733.508172447528
11851.341989405784
11967.621205656767
12272.362963540618
12409.448161665887
12213.332808800336
12228.072960222475
12260.953486488263
12356.295824113517
12200.808169513
12180.395492393229
12194.543738768978
12461.609647526384
12398.813842869284
12323.712355978318
12296.371054018771
12156.33721425948
12240.052668481898
12221.973899703848
12309.891644718798
12383.885166898632
12261.238907816323
12204.401279118229
12284.77388446443
12746.298607971043
12836.647600248587
12757.25749299079
12953.384509652293
12524.07840165178
12803.59874745745
12711.543425504406
12862.724232851668
13055.900466657124
12742.144923228958
12545.507149478912
